struct	alias	base	kind	size	offset	field	type	fieldsize
tagTONG_APPLY_UNION_INFO_COMMAND	TONG_APPLY_UNION_INFO_COMMAND	tagProtocolHeader	struct	12	4	m_dwNpcID	DWORD	4
tagTONG_APPLY_UNION_INFO_COMMAND	TONG_APPLY_UNION_INFO_COMMAND	tagProtocolHeader	struct	12	8	m_dwTongNameID	DWORD	4
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	0	(base)	tagProtocolHeader	1
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	1	m_wLength	WORD	2
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	3	m_btMsgId	BYTE	1
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	4	m_btCamp	BYTE	1
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	5	m_dwMemberID	DWORD	4
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	9	m_dwJoinTime	DWORD	4
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	13	m_szTongName	char[32]	32
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	45	m_szTitle	char[32]	32
tagTONG_Add_SYNC	TONG_Add_SYNC	tagProtocolHeader	struct	109	77	m_szMaster	char[32]	32
tagTONG_BILLBOARD_COMMAND	TONG_BILLBOARD_COMMAND	tagProtocolHeader	struct	4	0	(base)	tagProtocolHeader	1
tagTONG_BILLBOARD_COMMAND	TONG_BILLBOARD_COMMAND	tagProtocolHeader	struct	4	1	m_wLength	WORD	2
tagTONG_BILLBOARD_COMMAND	TONG_BILLBOARD_COMMAND	tagProtocolHeader	struct	4	3	m_btMsgId	BYTE	1
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	0	(base)	tagProtocolHeader	1
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	1	m_wLength	WORD	2
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	3	m_btMsgId	BYTE	1
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	4	m_dwMemberNum	DWORD[10]	40
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	44	m_btDataNum	BYTE	1
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	45	m_btCamp	BYTE[10]	10
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	55	m_btNameLen	BYTE[10]	10
tagTONG_BILLBOARD_SYNC	TONG_BILLBOARD_SYNC	tagProtocolHeader	struct	385	65	m_szName	char[320]	320
tagTONG_CHANGE_JOB_CALL_SYNC	TONG_CHANGE_JOB_CALL_SYNC	tagProtocolHeader	struct	45	0	(base)	tagProtocolHeader	1
tagTONG_CHANGE_JOB_CALL_SYNC	TONG_CHANGE_JOB_CALL_SYNC	tagProtocolHeader	struct	45	1	m_wLength	WORD	2
tagTONG_CHANGE_JOB_CALL_SYNC	TONG_CHANGE_JOB_CALL_SYNC	tagProtocolHeader	struct	45	3	m_btMsgId	BYTE	1
tagTONG_CHANGE_JOB_CALL_SYNC	TONG_CHANGE_JOB_CALL_SYNC	tagProtocolHeader	struct	45	4	m_dwTongNameID	DWORD	4
tagTONG_CHANGE_JOB_CALL_SYNC	TONG_CHANGE_JOB_CALL_SYNC	tagProtocolHeader	struct	45	8	m_btFigure	BYTE	1
tagTONG_CHANGE_JOB_CALL_SYNC	TONG_CHANGE_JOB_CALL_SYNC	tagProtocolHeader	struct	45	9	m_dwMemberID	DWORD	4
tagTONG_CHANGE_JOB_CALL_SYNC	TONG_CHANGE_JOB_CALL_SYNC	tagProtocolHeader	struct	45	13	m_szCall	char[32]	32
tagTONG_CHANGE_MASTER_FAIL_SYNC	TONG_CHANGE_MASTER_FAIL_SYNC	tagProtocolHeader	struct	41	0	(base)	tagProtocolHeader	1
tagTONG_CHANGE_MASTER_FAIL_SYNC	TONG_CHANGE_MASTER_FAIL_SYNC	tagProtocolHeader	struct	41	1	m_wLength	WORD	2
tagTONG_CHANGE_MASTER_FAIL_SYNC	TONG_CHANGE_MASTER_FAIL_SYNC	tagProtocolHeader	struct	41	3	m_btMsgId	BYTE	1
tagTONG_CHANGE_MASTER_FAIL_SYNC	TONG_CHANGE_MASTER_FAIL_SYNC	tagProtocolHeader	struct	41	4	m_dwTongNameID	DWORD	4
tagTONG_CHANGE_MASTER_FAIL_SYNC	TONG_CHANGE_MASTER_FAIL_SYNC	tagProtocolHeader	struct	41	8	m_btFailID	BYTE	1
tagTONG_CHANGE_MASTER_FAIL_SYNC	TONG_CHANGE_MASTER_FAIL_SYNC	tagProtocolHeader	struct	41	9	m_szName	char[32]	32
tagTONG_CHANGE_MONEY_COMMAND	TONG_CHANGE_MONEY_COMMAND	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagTONG_CHANGE_MONEY_COMMAND	TONG_CHANGE_MONEY_COMMAND	tagProtocolHeader	struct	9	1	m_wLength	WORD	2
tagTONG_CHANGE_MONEY_COMMAND	TONG_CHANGE_MONEY_COMMAND	tagProtocolHeader	struct	9	3	m_btMsgId	BYTE	1
tagTONG_CHANGE_MONEY_COMMAND	TONG_CHANGE_MONEY_COMMAND	tagProtocolHeader	struct	9	4	m_dwMoneyFundChange	DWORD	4
tagTONG_CHANGE_MONEY_COMMAND	TONG_CHANGE_MONEY_COMMAND	tagProtocolHeader	struct	9	8	m_btSaveFlag	BYTE	1
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	0	(base)	tagProtocolHeader	1
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	1	m_wLength	WORD	2
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	3	m_btMsgId	BYTE	1
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	4	m_btSaveFlag	BYTE	1
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	5	m_btSuccessFlag	BYTE	1
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	6	m_dwTongNameID	DWORD	4
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	10	m_dwMoneyFundChange	DWORD	4
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	14	m_llMoneyFund	INT64	8
tagTONG_CHANGE_MONEY_RESULT_SYNC	TONG_CHANGE_MONEY_RESULT_SYNC	tagProtocolHeader	struct	54	22	m_szName	char[32]	32
tagTONG_CLAIMWAR_SYNC	TONG_CLAIMWAR_SYNC	tagProtocolHeader	struct	8	0	(base)	tagProtocolHeader	1
tagTONG_CLAIMWAR_SYNC	TONG_CLAIMWAR_SYNC	tagProtocolHeader	struct	8	1	m_wLength	WORD	2
tagTONG_CLAIMWAR_SYNC	TONG_CLAIMWAR_SYNC	tagProtocolHeader	struct	8	3	m_btMsgId	BYTE	1
tagTONG_CLAIMWAR_SYNC	TONG_CLAIMWAR_SYNC	tagProtocolHeader	struct	8	4	m_dwEnemy	DWORD	4
tagTONG_CONVENE_COMMAND	TONG_CONVENE_COMMAND	tagProtocolHeader	struct	16	0	(base)	tagProtocolHeader	1
tagTONG_CONVENE_COMMAND	TONG_CONVENE_COMMAND	tagProtocolHeader	struct	16	1	m_wLength	WORD	2
tagTONG_CONVENE_COMMAND	TONG_CONVENE_COMMAND	tagProtocolHeader	struct	16	3	m_btMsgId	BYTE	1
tagTONG_CONVENE_COMMAND	TONG_CONVENE_COMMAND	tagProtocolHeader	struct	16	4	m_dwDirectorMoney	DWORD	4
tagTONG_CONVENE_COMMAND	TONG_CONVENE_COMMAND	tagProtocolHeader	struct	16	8	m_dwManagerMoney	DWORD	4
tagTONG_CONVENE_COMMAND	TONG_CONVENE_COMMAND	tagProtocolHeader	struct	16	12	m_dwMemberMoney	DWORD	4
tagTONG_CREATE_FAIL_SYNC	TONG_CREATE_FAIL_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagTONG_CREATE_FAIL_SYNC	TONG_CREATE_FAIL_SYNC	tagProtocolHeader	struct	5	1	m_wLength	WORD	2
tagTONG_CREATE_FAIL_SYNC	TONG_CREATE_FAIL_SYNC	tagProtocolHeader	struct	5	3	m_btMsgId	BYTE	1
tagTONG_CREATE_FAIL_SYNC	TONG_CREATE_FAIL_SYNC	tagProtocolHeader	struct	5	4	m_btFailId	BYTE	1
tagTONG_CREATE_SYNC	TONG_CREATE_SYNC	tagProtocolHeader	struct	51	0	(base)	tagProtocolHeader	1
tagTONG_CREATE_SYNC	TONG_CREATE_SYNC	tagProtocolHeader	struct	51	1	m_btCamp	BYTE	1
tagTONG_CREATE_SYNC	TONG_CREATE_SYNC	tagProtocolHeader	struct	51	2	m_dwJoinTime	DWORD	4
tagTONG_CREATE_SYNC	TONG_CREATE_SYNC	tagProtocolHeader	struct	51	6	m_dwMemberID	DWORD	4
tagTONG_CREATE_SYNC	TONG_CREATE_SYNC	tagProtocolHeader	struct	51	10	m_szTitle	char[32]	32
tagTONG_CREATE_SYNC	TONG_CREATE_SYNC	tagProtocolHeader	struct	51	42	m_szName	char[9]	9
tagTONG_CREATE_UNION_COMMAND	TONG_CREATE_UNION_COMMAND	tagProtocolHeader	struct	40	0	(base)	tagProtocolHeader	1
tagTONG_CREATE_UNION_COMMAND	TONG_CREATE_UNION_COMMAND	tagProtocolHeader	struct	40	1	m_wLength	WORD	2
tagTONG_CREATE_UNION_COMMAND	TONG_CREATE_UNION_COMMAND	tagProtocolHeader	struct	40	3	m_btMsgId	BYTE	1
tagTONG_CREATE_UNION_COMMAND	TONG_CREATE_UNION_COMMAND	tagProtocolHeader	struct	40	4	m_dwTongNameID	DWORD	4
tagTONG_CREATE_UNION_COMMAND	TONG_CREATE_UNION_COMMAND	tagProtocolHeader	struct	40	8	m_szUnionName	char[32]	32
tagTONG_DISPENSE_COMMAND	TONG_DISPENSE_COMMAND	tagProtocolHeader	struct	17	0	(base)	tagProtocolHeader	1
tagTONG_DISPENSE_COMMAND	TONG_DISPENSE_COMMAND	tagProtocolHeader	struct	17	1	m_wLength	WORD	2
tagTONG_DISPENSE_COMMAND	TONG_DISPENSE_COMMAND	tagProtocolHeader	struct	17	3	m_btMsgId	BYTE	1
tagTONG_DISPENSE_COMMAND	TONG_DISPENSE_COMMAND	tagProtocolHeader	struct	17	4	m_dwDirectorMoney	DWORD	4
tagTONG_DISPENSE_COMMAND	TONG_DISPENSE_COMMAND	tagProtocolHeader	struct	17	8	m_dwManagerMoney	DWORD	4
tagTONG_DISPENSE_COMMAND	TONG_DISPENSE_COMMAND	tagProtocolHeader	struct	17	12	m_dwMemberMoney	DWORD	4
tagTONG_DISPENSE_COMMAND	TONG_DISPENSE_COMMAND	tagProtocolHeader	struct	17	16	m_btIsAll	BYTE	1
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	0	(base)	tagProtocolHeader	1
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	1	m_wLength	WORD	2
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	3	m_btMsgId	BYTE	1
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	4	m_dwTongNameID	DWORD	4
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	8	m_dwDirectorMoney	DWORD	4
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	12	m_dwManagerMoney	DWORD	4
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	16	m_dwMemberMoney	DWORD	4
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	20	m_btErrorID	BYTE	1
tagTONG_DISPENSE_ERROR_SYNC	TONG_DISPENSE_ERROR_SYNC	tagProtocolHeader	struct	29	21	m_llMoneyFund	INT64	8
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	0	(base)	tagProtocolHeader	1
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	1	m_wLength	WORD	2
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	3	m_btMsgId	BYTE	1
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	4	m_dwTongNameID	DWORD	4
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	8	m_btSuccessFlag	BYTE	1
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	9	m_btSomeFlag	BYTE	1
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	10	m_btOldFigure	BYTE	1
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	11	m_btNewFigure	BYTE	1
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	12	m_szTitle	char[32]	32
tagTONG_INSTATE_SYNC	TONG_INSTATE_SYNC	tagProtocolHeader	struct	76	44	m_szName	char[32]	32
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	0	(base)	tagProtocolHeader	1
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	1	m_wLength	WORD	2
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	3	m_btMsgId	BYTE	1
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	4	m_dwTongNameID	DWORD	4
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	8	m_btSuccessFlag	BYTE	1
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	9	m_btFigure	BYTE	1
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	10	m_btPos	BYTE	1
tagTONG_KICK_SYNC	TONG_KICK_SYNC	tagProtocolHeader	struct	43	11	m_szName	char[32]	32
tagTONG_LEAVE_UNION_COMMAND	TONG_LEAVE_UNION_COMMAND	tagProtocolHeader	struct	37	0	(base)	tagProtocolHeader	1
tagTONG_LEAVE_UNION_COMMAND	TONG_LEAVE_UNION_COMMAND	tagProtocolHeader	struct	37	1	m_wLength	WORD	2
tagTONG_LEAVE_UNION_COMMAND	TONG_LEAVE_UNION_COMMAND	tagProtocolHeader	struct	37	3	m_btMsgId	BYTE	1
tagTONG_LEAVE_UNION_COMMAND	TONG_LEAVE_UNION_COMMAND	tagProtocolHeader	struct	37	4	m_btOpeID	BYTE	1
tagTONG_LEAVE_UNION_COMMAND	TONG_LEAVE_UNION_COMMAND	tagProtocolHeader	struct	37	5	m_szName	char[32]	32
tagTONG_LEVEL_BILLBOARD_COMMAND	TONG_LEVEL_BILLBOARD_COMMAND	tagProtocolHeader	struct	4	0	(base)	tagProtocolHeader	1
tagTONG_LEVEL_BILLBOARD_COMMAND	TONG_LEVEL_BILLBOARD_COMMAND	tagProtocolHeader	struct	4	1	m_wLength	WORD	2
tagTONG_LEVEL_BILLBOARD_COMMAND	TONG_LEVEL_BILLBOARD_COMMAND	tagProtocolHeader	struct	4	3	m_btMsgId	BYTE	1
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	0	(base)	tagProtocolHeader	1
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	1	m_wLength	WORD	2
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	3	m_btMsgId	BYTE	1
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	4	m_dwExp	DWORD[10]	40
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	44	m_nLevel	int[10]	40
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	84	m_btDataNum	BYTE	1
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	85	m_btCamp	BYTE[10]	10
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	95	m_btNameLen	BYTE[10]	10
tagTONG_LEVEL_BILLBOARD_SYNC	TONG_LEVEL_BILLBOARD_SYNC	tagProtocolHeader	struct	425	105	m_szName	char[320]	320
tagTONG_NPC_CALL_SYNC	TONG_NPC_CALL_SYNC	tagProtocolHeader	struct	72	0	(base)	tagProtocolHeader	1
tagTONG_NPC_CALL_SYNC	TONG_NPC_CALL_SYNC	tagProtocolHeader	struct	72	1	m_wLength	WORD	2
tagTONG_NPC_CALL_SYNC	TONG_NPC_CALL_SYNC	tagProtocolHeader	struct	72	3	m_btMsgId	BYTE	1
tagTONG_NPC_CALL_SYNC	TONG_NPC_CALL_SYNC	tagProtocolHeader	struct	72	4	m_dwNpcID	DWORD	4
tagTONG_NPC_CALL_SYNC	TONG_NPC_CALL_SYNC	tagProtocolHeader	struct	72	8	m_szCall	char[64]	64
tagTONG_REFUSE_ADD_UNION_SYNC	TONG_REFUSE_ADD_UNION_SYNC	tagProtocolHeader	struct	36	0	(base)	tagProtocolHeader	1
tagTONG_REFUSE_ADD_UNION_SYNC	TONG_REFUSE_ADD_UNION_SYNC	tagProtocolHeader	struct	36	1	m_wLength	WORD	2
tagTONG_REFUSE_ADD_UNION_SYNC	TONG_REFUSE_ADD_UNION_SYNC	tagProtocolHeader	struct	36	3	m_btMsgId	BYTE	1
tagTONG_REFUSE_ADD_UNION_SYNC	TONG_REFUSE_ADD_UNION_SYNC	tagProtocolHeader	struct	36	4	m_szName	char[32]	32
tagTONG_REPLY_ADD_UNION_COMMAND	TONG_REPLY_ADD_UNION_COMMAND	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagTONG_REPLY_ADD_UNION_COMMAND	TONG_REPLY_ADD_UNION_COMMAND	tagProtocolHeader	struct	13	1	m_wLength	WORD	2
tagTONG_REPLY_ADD_UNION_COMMAND	TONG_REPLY_ADD_UNION_COMMAND	tagProtocolHeader	struct	13	3	m_btMsgId	BYTE	1
tagTONG_REPLY_ADD_UNION_COMMAND	TONG_REPLY_ADD_UNION_COMMAND	tagProtocolHeader	struct	13	4	dwTongID	DWORD	4
tagTONG_REPLY_ADD_UNION_COMMAND	TONG_REPLY_ADD_UNION_COMMAND	tagProtocolHeader	struct	13	8	dwMemberID	DWORD	4
tagTONG_REPLY_ADD_UNION_COMMAND	TONG_REPLY_ADD_UNION_COMMAND	tagProtocolHeader	struct	13	12	m_btDecision	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	0	(base)	tagProtocolHeader	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	1	m_wLength	WORD	2
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	3	m_btMsgId	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	4	m_btJoinFlag	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	5	m_dwMemberID	DWORD	4
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	9	m_btFigure	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	10	m_btCamp	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	11	m_btChangeCurCampFlag	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	12	m_btUnionFlag	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	13	m_btWarState	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	14	byIsNationalTitle	BYTE	1
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	15	m_dwJoinTime	DWORD	4
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	19	m_szTongName	char[32]	32
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	51	m_szTitle	char[32]	32
tagTONG_SELF_INFO_SYNC	TONG_SELF_INFO_SYNC	tagProtocolHeader	struct	115	83	m_szMaster	char[32]	32
tagTONG_TRANSMIT_APPLY_ADD_UNION_SYNC	TONG_TRANSMIT_APPLY_ADD_UNION_SYNC	tagProtocolHeader	struct	76	0	(base)	tagProtocolHeader	1
tagTONG_TRANSMIT_APPLY_ADD_UNION_SYNC	TONG_TRANSMIT_APPLY_ADD_UNION_SYNC	tagProtocolHeader	struct	76	1	m_wLength	WORD	2
tagTONG_TRANSMIT_APPLY_ADD_UNION_SYNC	TONG_TRANSMIT_APPLY_ADD_UNION_SYNC	tagProtocolHeader	struct	76	3	m_btMsgId	BYTE	1
tagTONG_TRANSMIT_APPLY_ADD_UNION_SYNC	TONG_TRANSMIT_APPLY_ADD_UNION_SYNC	tagProtocolHeader	struct	76	4	dwTongID	DWORD	4
tagTONG_TRANSMIT_APPLY_ADD_UNION_SYNC	TONG_TRANSMIT_APPLY_ADD_UNION_SYNC	tagProtocolHeader	struct	76	8	dwMemberID	DWORD	4
tagTONG_TRANSMIT_APPLY_ADD_UNION_SYNC	TONG_TRANSMIT_APPLY_ADD_UNION_SYNC	tagProtocolHeader	struct	76	12	m_szName	char[32]	32
tagTONG_TRANSMIT_APPLY_ADD_UNION_SYNC	TONG_TRANSMIT_APPLY_ADD_UNION_SYNC	tagProtocolHeader	struct	76	44	m_szTongName	char[32]	32
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	0	(base)	tagProtocolHeader	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	1	m_wLength	WORD	2
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	3	m_btMsgId	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	4	m_dwNpcID	DWORD	4
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	8	m_btGetType	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	9	m_btFlag	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	10	m_btUnionFlag	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	11	m_btUnionLeader	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	12	m_btSelfCamp	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	13	m_btUnionCamp	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	14	m_btUnionNum	BYTE	1
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	15	m_dwTongNameID	DWORD	4
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	19	m_szUnionName	char[32]	32
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	51	m_btNameLength	BYTE[10]	10
tagTONG_UNION_INFO_SYNC	TONG_UNION_INFO_SYNC	tagProtocolHeader	struct	381	61	m_szUnionTongName	char[320]	320
tagTRADE_APPLY_OPEN_COMMAND	TRADE_APPLY_OPEN_COMMAND	tagProtocolHeader	struct	259	0	(base)	tagProtocolHeader	1
tagTRADE_APPLY_OPEN_COMMAND	TRADE_APPLY_OPEN_COMMAND	tagProtocolHeader	struct	259	1	m_wLength	WORD	2
tagTRADE_APPLY_OPEN_COMMAND	TRADE_APPLY_OPEN_COMMAND	tagProtocolHeader	struct	259	3	m_szSentence	char[256]	256
tagTRADE_APPLY_START_SYNC	TRADE_APPLY_START_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagTRADE_APPLY_START_SYNC	TRADE_APPLY_START_SYNC	tagProtocolHeader	struct	9	1	m_nDestIdx	int	4
tagTRADE_APPLY_START_SYNC	TRADE_APPLY_START_SYNC	tagProtocolHeader	struct	9	5	m_dwNpcId	DWORD	4
tagTRADE_CHANGE_STATE_SYNC	TRADE_CHANGE_STATE_SYNC	tagProtocolHeader	struct	6	0	(base)	tagProtocolHeader	1
tagTRADE_CHANGE_STATE_SYNC	TRADE_CHANGE_STATE_SYNC	tagProtocolHeader	struct	6	1	m_btState	BYTE	1
tagTRADE_CHANGE_STATE_SYNC	TRADE_CHANGE_STATE_SYNC	tagProtocolHeader	struct	6	2	m_dwNpcID	DWORD	4
tagTRADE_DECISION_COMMAND	TRADE_DECISION_COMMAND	tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
tagTRADE_DECISION_COMMAND	TRADE_DECISION_COMMAND	tagProtocolHeader	struct	2	1	m_btDecision	BYTE	1
tagTRADE_DECISION_SYNC	TRADE_DECISION_SYNC	tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
tagTRADE_DECISION_SYNC	TRADE_DECISION_SYNC	tagProtocolHeader	struct	2	1	m_btDecision	BYTE	1
tagTRADE_MONEY_SYNC	TRADE_MONEY_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagTRADE_MONEY_SYNC	TRADE_MONEY_SYNC	tagProtocolHeader	struct	5	1	m_nMoney	int	4
tagTRADE_MOVE_MONEY_COMMAND	TRADE_MOVE_MONEY_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
